TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,LocationCoords,Month,TransactionType,Channel,CustomerOccupation,AgeGroup,AmountGroup,Target
300.08,68.0,47.0,1.0,13546.75,2434.615458568335,10,0,1,0,2,1,1
115.82999999999998,39.0,167.0,1.0,6481.04,3960.4544021953357,5,0,0,0,0,1,0
53.56999999999999,69.0,121.0,1.0,1651.33,2283.538694936679,8,0,0,1,2,1,1
63.34,46.0,165.0,1.0,11174.94,775.234503741158,11,0,1,0,1,1,2
331.65,41.0,61.00000000000001,1.0,4172.57,3935.9262946445274,8,0,1,0,1,1,0
5.0400000000000205,56.0,41.0,1.0,5558.36,327.91251631202124,11,0,0,1,1,1,2
214.54,70.0,247.0,1.0,11151.53,775.234503741158,8,0,1,0,2,1,2
598.81,57.0,158.0,1.0,1415.52,129.724928189055,9,0,0,0,1,0,2
38.14999999999998,26.0,108.0,1.0,303.6800000000003,3431.992748118375,9,0,1,2,0,1,0
124.72,33.0,105.0,1.0,6309.8,2135.713473990667,7,0,0,0,0,1,1
302.45,78.0,40.0,1.0,5133.61,2547.902400533006,9,0,0,1,2,1,1
208.04,47.0,273.0,1.0,9344.98,1046.4416636807618,11,0,1,0,1,1,2
5.769999999999982,23.0,254.0,1.0,1117.9699999999998,3944.422231489921,11,0,0,2,0,1,0
381.33,56.0,75.0,1.0,11835.35,2920.5641358860153,8,0,0,0,1,1,1
16.160000000000025,50.0,124.0,1.0,14401.17,1180.9745902362406,10,0,0,0,1,1,2
486.08,18.0,68.0,1.0,1748.69,2135.713473990667,6,0,1,2,0,1,1
336.39,21.0,18.0,1.0,1000.46,2547.902400533006,1,0,0,2,0,1,1
234.57,23.0,120.0,1.0,263.97999999999956,1147.191043173558,9,0,1,2,0,1,2
6.0,30.0,246.0,1.0,5442.76,1147.191043173558,10,0,1,0,0,1,2
227.14,18.0,294.0,1.0,341.9399999999996,854.8235744296312,7,0,0,2,0,1,2
233.74,66.0,17.0,1.0,1066.5900000000001,2135.713473990667,10,0,1,1,2,1,1
45.849999999999994,20.0,92.0,1.0,1659.15,3944.422231489921,2,0,0,2,0,1,0
415.5,66.0,141.0,1.0,10113.66,1536.6261138623188,7,0,0,0,2,1,1
265.76,54.0,92.0,1.0,4446.17,129.724928189055,2,0,1,1,1,1,2
69.4,80.0,113.0,1.0,6452.77,461.4462987711208,7,0,1,1,2,1,2
332.93,35.0,293.0,1.0,2788.2,2920.5641358860153,11,0,0,0,0,1,1
267.9,20.0,160.0,1.0,596.1599999999999,2547.902400533006,10,0,1,2,0,1,1
496.03,61.0,265.0,1.0,12904.66,4139.145472017721,11,0,0,0,2,1,0
376.26,37.0,245.0,1.0,9062.4,3416.964917120046,2,0,0,0,0,1,0
83.01999999999998,36.0,171.0,1.0,9009.56,3875.612974892549,9,0,1,0,0,1,0
93.25999999999999,20.0,72.0,1.0,1152.1999999999998,0.0,7,0,1,2,0,1,2
803.37,68.0,129.0,1.0,12168.37,1536.6261138623188,4,0,0,0,2,0,1
35.75999999999999,23.0,122.0,1.0,611.8599999999997,854.8235744296312,9,0,0,2,0,1,2
28.529999999999973,62.0,99.0,1.0,8670.53,327.91251631202124,5,0,1,0,2,1,2
139.53,53.0,177.0,1.0,10098.86,1046.4416636807618,10,0,1,0,1,1,2
307.57,33.0,285.0,1.0,5307.74,775.234503741158,1,0,0,0,0,1,2
60.650000000000006,56.0,53.0,1.0,1047.2799999999997,3416.964917120046,5,0,0,1,1,1,0
74.86000000000001,70.0,125.0,1.0,6921.48,1222.8481398850859,8,0,0,0,2,1,2
231.91,34.0,165.0,1.0,112.76000000000022,1536.6261138623188,1,0,0,0,0,1,1
126.20999999999998,75.0,268.0,1.0,5669.66,272.87354047892876,2,0,0,1,2,1,2
304.35,31.0,36.0,1.0,4057.1,2283.538694936679,12,0,0,0,0,1,1
281.85,22.0,109.0,1.0,1585.98,775.234503741158,5,0,0,2,0,1,2
777.88,31.0,17.0,1.0,6825.55,2283.538694936679,3,0,0,0,0,0,1
119.18,56.0,96.0,1.0,5516.5,3944.422231489921,8,0,0,1,1,1,0
177.19,76.0,43.000000000000014,1.0,5343.3,1147.191043173558,5,0,1,1,2,1,2
260.88,22.0,36.0,1.0,903.0500000000002,2625.6387558420174,5,0,0,2,0,1,1
169.47,24.0,19.0,1.0,1806.1599999999999,1147.191043173558,3,0,1,2,0,1,2
73.23000000000002,26.0,13.999999999999986,1.0,787.7399999999998,3935.9262946445274,5,0,0,2,0,1,0
792.57,19.0,164.0,1.0,770.3699999999999,272.87354047892876,5,0,0,2,0,0,2
237.06,71.0,46.0,1.0,1182.7699999999995,3450.9396200391825,12,0,1,1,2,1,0
34.170000000000016,54.0,54.0,1.0,726.5500000000002,129.724928189055,11,0,1,0,1,1,2
740.25,41.0,123.0,1.0,14464.3,129.724928189055,7,0,1,0,1,0,2
453.54,58.0,82.0,1.0,12046.3,2920.5641358860153,4,0,0,0,1,1,1
300.47,73.0,100.0,1.0,7885.64,1343.2658942988746,11,0,0,1,2,1,2
110.93,19.0,201.0,1.0,1952.35,461.4462987711208,4,0,0,2,0,1,2
201.69,59.0,299.0,1.0,7328.52,3593.232545254742,1,0,0,0,1,1,0
399.21,59.0,109.0,1.0,3210.39,3935.9262946445274,1,0,0,0,1,1,0
630.36,62.0,52.0,1.0,1363.65,3431.992748118375,3,0,0,1,2,0,0
10.939999999999998,60.0,245.0,1.0,1241.9899999999998,129.724928189055,10,0,0,0,1,1,2
215.9,38.0,235.0,1.0,7873.28,3944.422231489921,1,0,0,0,0,1,0
226.37,49.0,141.0,1.0,9840.04,1046.4416636807618,9,0,0,0,1,1,2
444.89,43.0,101.0,1.0,10328.23,3593.232545254742,9,0,0,0,1,1,0
280.57,25.0,24.0,1.0,293.2399999999998,461.4462987711208,1,0,1,2,0,1,2
488.54,52.0,132.0,1.0,7486.63,1343.2658942988746,7,0,0,0,1,1,2
3.3000000000000114,50.0,131.0,1.0,11385.37,3944.422231489921,3,0,0,0,1,1,0
199.39,69.0,165.0,1.0,7264.79,2634.80046780374,8,0,0,1,2,1,1
20.360000000000014,62.0,75.0,1.0,2762.48,3416.964917120046,7,0,0,1,2,1,0
493.11,53.0,236.0,1.0,7432.99,2634.80046780374,7,0,0,1,1,1,1
307.41,19.0,13.999999999999986,1.0,1057.0000000000005,3944.422231489921,6,0,0,2,0,1,0
11.180000000000007,43.0,161.0,1.0,5956.89,1201.0093681251697,11,0,1,0,1,1,2
313.82,59.0,151.0,1.0,7261.59,3416.964917120046,11,0,0,0,1,1,0
140.98,60.0,100.0,1.0,8127.48,1536.6261138623188,5,0,0,0,1,1,1
288.04,68.0,63.0,1.0,1748.02,2625.6387558420174,8,0,0,1,2,1,1
800.55,31.0,108.0,1.0,9660.22,2135.713473990667,5,0,0,0,0,0,1
485.54,46.0,143.0,1.0,6371.51,2283.538694936679,2,0,0,0,1,1,1
521.15,54.0,214.0,1.0,9442.47,1764.1919772736521,2,0,0,0,1,0,1
304.93,65.0,158.0,1.0,13531.22,3935.9262946445274,2,0,0,0,2,1,0
432.08,40.0,145.0,1.0,11500.62,3063.3424756330105,7,0,0,0,0,1,0
694.2,61.0,72.0,1.0,1389.37,1180.9745902362406,12,0,0,1,2,0,2
116.86000000000001,55.0,171.0,1.0,6706.56,1046.4416636807618,3,0,0,0,1,1,2
74.88,25.0,202.0,1.0,420.6700000000001,1201.0093681251697,5,0,0,2,0,1,2
361.27,63.0,180.0,1.0,7945.57,1841.472178998541,1,0,0,0,2,1,1
131.56,44.0,42.0,1.0,5873.54,854.8235744296312,10,0,0,0,1,1,2
485.51,76.0,37.0,1.0,3074.45,1180.9745902362406,11,0,1,1,2,1,2
547.87,64.0,131.0,1.0,6155.76,768.3411955450501,7,0,0,1,2,0,2
457.3,28.0,15.0,1.0,8318.29,461.4462987711208,6,0,1,0,0,1,2
506.24,58.0,64.0,1.0,230.09000000000015,1147.191043173558,1,0,0,0,1,0,2
486.59,57.0,119.0,1.0,2513.56,1038.5237004133305,12,0,0,1,1,1,2
163.68,41.0,292.0,1.0,10090.05,3915.3405767631098,9,0,0,0,1,1,0
581.65,22.0,176.0,1.0,480.1899999999996,306.49049080317803,1,0,0,2,0,0,2
52.01000000000002,48.0,85.0,1.0,1120.8799999999997,3431.992748118375,11,0,0,0,1,1,0
630.24,21.0,62.0,1.0,370.8100000000004,306.49049080317803,11,0,0,2,0,0,2
523.74,43.0,159.0,1.0,13498.55,2135.713473990667,11,0,0,0,1,0,1
217.5,46.0,35.0,1.0,3057.4,2625.6387558420174,10,0,0,0,1,1,1
91.48000000000002,51.0,141.0,1.0,14942.78,2253.8714609191984,1,0,0,0,1,1,1
5.25,39.0,49.0,1.0,14143.32,4111.761663131726,11,0,0,0,0,1,0
54.03,56.0,161.0,1.0,6736.3,1180.9745902362406,9,0,0,1,1,1,2
736.73,48.0,10.0,1.0,3313.07,1536.6261138623188,11,0,0,0,1,0,1
368.91,54.0,13.999999999999986,1.0,829.71,461.4462987711208,3,0,0,0,1,1,2
33.06,53.0,170.0,1.0,1540.87,2253.8714609191984,1,0,1,1,1,1,1
66.5,32.0,144.0,1.0,6820.23,1046.4416636807618,5,0,1,0,0,1,2
177.08,35.0,85.0,1.0,13475.14,3593.232545254742,1,0,0,0,0,1,0
588.54,32.0,130.0,1.0,714.4499999999998,3935.9262946445274,2,0,0,0,0,0,0
173.5,21.0,282.0,1.0,1306.9099999999999,1222.8481398850859,10,0,0,2,0,1,2
78.32999999999998,56.0,189.0,1.0,7255.33,1536.6261138623188,7,0,1,0,1,1,1
40.65999999999997,59.0,156.0,1.0,1153.8400000000001,1046.4416636807618,1,0,0,1,1,1,2
97.22,77.0,55.0,1.0,6647.73,1201.0093681251697,2,0,0,1,2,1,2
34.06999999999999,22.0,81.0,1.0,8709.77,129.724928189055,11,0,0,2,0,1,2
492.06,23.0,74.0,1.0,857.8999999999996,3960.4544021953357,10,0,1,2,0,1,0
73.55000000000001,51.0,158.0,1.0,2812.06,1201.0093681251697,1,0,0,0,1,1,2
760.53,57.0,118.0,1.0,6179.91,3450.9396200391825,9,0,1,0,1,0,0
371.69,67.0,143.0,1.0,3484.32,4139.145472017721,12,0,0,1,2,1,0
218.96,18.0,13.0,1.0,754.21,3875.612974892549,8,0,0,2,0,1,0
227.39,18.0,65.0,1.0,751.0900000000001,1201.0093681251697,12,0,1,2,0,1,2
237.99,39.0,86.0,1.0,8510.09,1764.1919772736521,5,0,0,0,0,1,1
341.15,18.0,148.0,1.0,511.3699999999999,4111.761663131726,2,0,1,2,0,1,0
434.58,59.0,215.0,1.0,12648.32,1536.6261138623188,9,0,0,0,1,1,1
312.88,54.0,44.0,1.0,233.21000000000004,3935.9262946445274,5,0,0,0,1,1,0
75.15,23.0,154.0,1.0,1092.9199999999996,306.49049080317803,9,0,0,2,0,1,2
23.30000000000001,59.0,161.0,1.0,6711.15,3944.422231489921,8,0,0,0,1,1,0
47.379999999999995,25.0,61.00000000000001,1.0,459.3699999999999,3875.612974892549,2,0,1,2,0,1,0
512.81,79.0,30.0,1.0,6994.34,4032.909379952436,7,0,0,1,2,0,0
488.15,43.0,168.0,1.0,7071.09,1046.4416636807618,7,0,0,0,1,1,2
12.819999999999993,44.0,156.0,1.0,9045.19,2253.8714609191984,4,0,0,0,1,1,1
535.91,43.0,22.0,1.0,9642.12,3593.232545254742,7,0,1,0,1,0,0
270.72,26.0,53.0,1.0,6263.96,327.91251631202124,7,0,1,0,0,1,2
97.98000000000002,72.0,18.0,1.0,7460.33,2625.6387558420174,2,0,0,1,2,1,1
196.08,61.0,98.0,1.0,4233.82,4139.145472017721,8,0,1,1,2,1,0
251.18,42.0,246.0,1.0,8303.9,4111.761663131726,6,0,0,0,1,1,0
44.52000000000001,28.0,205.0,1.0,314.27999999999975,3063.3424756330105,3,0,1,2,0,1,0
178.87,35.0,180.0,1.0,5241.23,272.87354047892876,5,0,1,0,0,1,2
386.68,46.0,128.0,1.0,6863.06,0.0,10,0,0,0,1,1,2
167.14,76.0,20.0,1.0,3877.73,2625.6387558420174,4,0,1,1,2,1,1
345.22,69.0,253.0,1.0,4046.58,3960.4544021953357,9,0,0,1,2,1,0
74.85,72.0,117.0,1.0,2409.73,681.143084500704,12,0,0,1,2,1,2
671.73,58.0,54.0,1.0,5211.88,327.91251631202124,10,0,0,0,1,0,2
255.04,45.0,152.0,1.0,6217.86,3875.612974892549,11,0,0,0,1,1,0
45.77000000000001,25.0,109.0,1.0,5978.12,129.724928189055,2,0,1,2,0,1,2
329.69,26.0,66.0,1.0,1671.6599999999999,2547.902400533006,1,0,1,2,0,1,1
11.920000000000016,53.0,52.0,1.0,14611.9,3915.3405767631098,10,0,0,0,1,1,0
47.420000000000016,64.0,27.999999999999986,1.0,8253.52,3915.3405767631098,12,0,0,0,2,1,0
35.99000000000001,63.0,129.0,1.0,4489.79,1754.3467829959206,1,0,0,1,2,1,1
151.19,37.0,96.0,1.0,11903.82,0.0,5,0,0,0,0,1,2
242.62,22.0,234.0,1.0,483.02000000000044,4139.145472017721,7,0,1,2,0,1,0
48.72,21.0,17.0,1.0,816.0799999999999,461.4462987711208,9,0,0,2,0,1,2
43.46000000000001,25.0,80.0,1.0,578.0599999999995,306.49049080317803,7,0,0,2,0,1,2
443.79,53.0,87.0,1.0,3133.85,3593.232545254742,10,0,0,1,1,1,0
365.14,68.0,57.0,1.0,5894.09,2209.3234283215647,12,0,1,1,2,1,1
757.41,22.0,37.0,1.0,9532.42,3944.422231489921,5,0,0,2,0,0,0
20.54000000000002,51.0,72.0,1.0,5327.03,2253.8714609191984,8,0,0,0,1,1,1
475.36,34.0,105.0,1.0,2000.6,3450.9396200391825,10,0,0,0,0,1,0
34.74000000000001,56.0,24.0,1.0,6827.57,4139.145472017721,6,0,0,1,1,1,0
689.54,27.0,93.0,1.0,1633.7600000000002,2135.713473990667,3,0,0,2,0,0,1
211.18,73.0,90.0,1.0,4069.17,327.91251631202124,10,0,0,1,2,1,2
211.36,51.0,286.0,1.0,7943.47,2253.8714609191984,11,0,0,0,1,1,1
744.41,39.0,107.0,1.0,8842.47,2283.538694936679,7,0,1,0,0,0,1
61.43000000000001,24.0,170.0,1.0,1882.77,3450.9396200391825,6,0,1,2,0,1,0
167.44,37.0,82.0,1.0,12526.71,3431.992748118375,9,0,0,0,0,1,0
361.46,21.0,83.0,1.0,4737.84,1222.8481398850859,4,0,1,2,0,1,2
378.85,78.0,126.0,1.0,2300.53,461.4462987711208,6,0,0,1,2,1,2
241.11,30.0,55.0,1.0,12385.05,768.3411955450501,6,0,0,0,0,1,2
131.93,31.0,13.0,1.0,4547.06,2253.8714609191984,9,0,0,0,0,1,1
20.279999999999973,36.0,213.0,1.0,2047.83,2135.713473990667,7,0,1,0,0,1,1
415.88,70.0,170.0,1.0,10008.33,3915.3405767631098,4,0,0,0,2,1,0
485.54,19.0,148.0,1.0,1533.3199999999997,1046.4416636807618,12,0,1,2,0,1,2
321.15,46.0,179.0,1.0,7005.05,3944.422231489921,2,0,0,0,1,1,0
711.3,21.0,51.0,1.0,955.3999999999996,4111.761663131726,6,0,0,2,0,0,0
12.230000000000018,42.0,139.0,1.0,7844.88,2283.538694936679,10,0,0,0,1,1,1
350.94,20.0,64.0,1.0,221.5600000000004,2634.80046780374,10,0,0,2,0,1,1
301.85,54.0,25.0,1.0,6586.19,768.3411955450501,4,0,1,0,1,1,2
29.339999999999975,65.0,30.0,1.0,3944.82,1046.4416636807618,3,0,1,1,2,1,2
231.71,27.0,148.0,1.0,1127.9799999999996,681.143084500704,4,0,0,2,0,1,2
179.43,58.0,244.0,1.0,2626.63,2135.713473990667,8,0,0,1,1,1,1
36.70999999999998,48.0,55.0,1.0,6459.38,1343.2658942988746,1,0,0,0,1,1,2
138.12,53.0,281.0,1.0,1649.69,3944.422231489921,4,0,0,0,1,1,0
233.24,33.0,72.0,1.0,6939.23,1046.4416636807618,4,0,0,0,0,1,2
609.14,39.0,177.0,1.0,9033.87,3416.964917120046,11,0,0,0,0,0,0
436.64,31.0,111.0,1.0,14365.18,3944.422231489921,12,0,0,0,0,1,0
354.4,74.0,128.0,1.0,7358.65,1147.191043173558,11,0,0,1,2,1,2
22.629999999999995,53.0,112.0,1.0,4438.03,1764.1919772736521,2,0,1,0,1,1,1
182.19,26.0,53.0,1.0,1176.0999999999995,3431.992748118375,6,0,0,2,0,1,0
126.81,26.0,290.0,1.0,5427.98,129.724928189055,10,0,0,0,0,1,2
288.17,37.0,50.0,1.0,3653.11,461.4462987711208,9,0,1,0,0,1,2
118.76999999999998,55.0,123.0,1.0,2104.82,1201.0093681251697,10,0,0,0,1,1,2
651.82,21.0,166.0,1.0,1802.77,1038.5237004133305,4,0,0,2,0,0,2
66.65,37.0,33.0,1.0,3559.96,775.234503741158,10,0,0,0,0,1,2
98.53,69.0,166.0,1.0,3564.8,2625.6387558420174,1,0,0,1,2,1,1
138.95000000000002,71.0,30.0,1.0,6752.92,327.91251631202124,6,0,1,1,2,1,2
33.889999999999986,26.0,177.0,1.0,1444.75,1222.8481398850859,11,0,0,2,0,1,2
23.70999999999998,58.0,164.0,1.0,10788.89,1201.0093681251697,9,0,0,0,1,1,2
26.060000000000002,65.0,283.0,1.0,12893.63,3915.3405767631098,12,0,0,0,2,1,0
17.069999999999993,27.0,44.0,1.0,2798.15,3944.422231489921,5,0,0,0,0,1,0
703.89,46.0,62.0,1.0,3583.67,2547.902400533006,9,0,1,0,1,0,1
26.55000000000001,77.0,228.0,1.0,3085.38,2283.538694936679,9,0,0,1,2,1,1
147.4,42.0,259.0,1.0,6797.71,4111.761663131726,6,0,0,0,1,1,0
202.11,27.0,18.0,1.0,746.4700000000003,1536.6261138623188,3,0,0,2,0,1,1
308.42,75.0,39.0,1.0,5427.81,1222.8481398850859,5,0,0,1,2,1,2
11.180000000000007,53.0,144.0,1.0,7467.3,1754.3467829959206,2,0,0,0,1,1,1
294.15,38.0,136.0,1.0,6362.16,3960.4544021953357,2,0,1,0,0,1,0
139.45,27.0,31.0,1.0,1305.7600000000002,306.49049080317803,7,0,1,2,0,1,2
432.63,29.0,137.0,1.0,13648.36,2634.80046780374,6,0,0,0,0,1,1
131.43000000000004,43.0,65.0,1.0,1337.5,854.8235744296312,2,0,1,0,1,1,2
516.72,42.0,128.0,1.0,2015.69,3431.992748118375,10,0,0,0,1,0,0
374.5,26.0,178.0,1.0,1671.5100000000002,4139.145472017721,7,0,0,2,0,1,0
166.13,68.0,227.0,1.0,11822.53,1841.472178998541,9,0,0,0,2,1,1
626.9,23.0,146.0,1.0,587.1099999999997,1147.191043173558,10,0,0,2,0,0,2
466.85,56.0,165.0,1.0,5422.53,2434.615458568335,7,0,0,1,1,1,1
788.84,58.0,231.0,1.0,1913.73,3450.9396200391825,5,0,1,1,1,0,0
